GO_ID	term_name
GO:0033674	positive regulation of kinase activity
GO:0032993	protein-DNA complex
GO:0032991	protein-containing complex
GO:0032995	regulation of fungal-type cell wall biogenesis
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0032979	protein insertion into mitochondrial inner membrane from matrix
GO:0032977	membrane insertase activity
GO:0033971	hydroxyisourate hydrolase activity
GO:0033962	P-body assembly
GO:0033897	ribonuclease T2 activity
GO:0035437	maintenance of protein localization in endoplasmic reticulum
GO:0035434	copper ion transmembrane transport
GO:0035435	phosphate ion transmembrane transport
GO:0035485	adenine/guanine mispair binding
GO:0035444	nickel cation transmembrane transport
GO:0033328	peroxisome membrane targeting sequence binding
GO:0033316	meiotic spindle assembly checkpoint signaling
GO:0033314	mitotic DNA replication checkpoint signaling
GO:0033309	SBF transcription complex
GO:0033365	protein localization to organelle
GO:0033353	L-methionine cycle
GO:0033389	obsolete putrescine biosynthetic process from arginine, via agmatine
GO:0033387	obsolete putrescine biosynthetic process from arginine, via ornithine
GO:0033229	L-cysteine transmembrane transporter activity
GO:0033290	eukaryotic 48S preinitiation complex
GO:0033819	lipoyl(octanoyl) transferase activity
GO:0033857	5-diphosphoinositol pentakisphosphate 1-kinase activity
GO:0033768	SUMO-targeted ubiquitin ligase complex
GO:0033754	indoleamine 2,3-dioxygenase activity
GO:0033745	L-methionine (R)-S-oxide reductase activity
GO:0033743	peptide-methionine (R)-S-oxide reductase activity
GO:0035556	intracellular signal transduction
GO:0035550	urease complex
GO:0035552	obsolete oxidative single-stranded DNA demethylation
GO:0035539	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity
GO:0035529	NADH pyrophosphatase activity
GO:0033108	mitochondrial respiratory chain complex assembly
GO:0033106	cis-Golgi network membrane
GO:0033186	CAF-1 complex
GO:0033185	dolichol-phosphate-mannose synthase complex
GO:0033180	proton-transporting V-type ATPase, V1 domain
GO:0033179	proton-transporting V-type ATPase, V0 domain
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
GO:0033167	ARC complex
GO:0033149	FFAT motif binding
GO:0033215	reductive iron assimilation
GO:0033204	ribonuclease P RNA binding
GO:0033260	nuclear DNA replication
GO:0033263	CORVET complex
GO:0033255	SAS acetyltransferase complex
GO:0033254	vacuolar transporter chaperone complex
GO:0035066	obsolete positive regulation of histone acetylation
GO:0035064	obsolete methylated histone binding
GO:0035091	phosphatidylinositol binding
GO:0035312	5'-3' DNA exonuclease activity
GO:0035308	obsolete negative regulation of protein dephosphorylation
GO:0035303	regulation of dephosphorylation
GO:0035361	Cul8-RING ubiquitin ligase complex
GO:0035339	obsolete SPOTS complex
GO:0035336	long-chain fatty-acyl-CoA metabolic process
GO:0035493	SNARE complex assembly
GO:0035494	SNARE complex disassembly
GO:0033499	galactose catabolic process via UDP-galactose, Leloir pathway
GO:0033494	ferulate metabolic process
GO:0033192	calmodulin-dependent protein phosphatase activity
GO:0035725	sodium ion transmembrane transport
GO:0035268	obsolete protein mannosylation
GO:0035269	protein O-linked glycosylation via mannose
GO:0035267	NuA4 histone acetyltransferase complex
GO:0035246	peptidyl-arginine N-methylation
GO:0035299	inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity
GO:0035243	protein-arginine omega-N symmetric methyltransferase activity
GO:0035241	protein-arginine omega-N monomethyltransferase activity
GO:0035229	obsolete positive regulation of glutamate-cysteine ligase activity
GO:0035226	glutamate-cysteine ligase catalytic subunit binding
GO:0035627	ceramide transport
GO:0035621	ER to Golgi ceramide transport
GO:0035615	clathrin-cargo adaptor activity
GO:0035673	oligopeptide transmembrane transporter activity
GO:0035657	eRF1 methyltransferase complex
GO:0035658	Mon1-Ccz1 complex
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex
GO:0033065	Rad51C-XRCC3 complex
GO:0035371	microtubule plus-end
GO:0034085	establishment of sister chromatid cohesion
GO:0034088	maintenance of mitotic sister chromatid cohesion
GO:0034087	establishment of mitotic sister chromatid cohesion
GO:0034080	CENP-A containing chromatin assembly
GO:0034198	cellular response to amino acid starvation
GO:0034227	tRNA thio-modification
GO:0034221	obsolete fungal-type cell wall chitin biosynthetic process
GO:0034213	quinolinate catabolic process
GO:0034203	glycolipid translocation
GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II
GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I
GO:0034274	Atg12-Atg5-Atg16 complex
GO:0034257	nicotinamide riboside transmembrane transporter activity
GO:0034247	snoRNA splicing
GO:0034246	mitochondrial transcription factor activity
GO:0034245	mitochondrial DNA-directed RNA polymerase complex
GO:0034243	regulation of transcription elongation by RNA polymerase II
GO:0034399	nuclear periphery
GO:0034354	'de novo' NAD+ biosynthetic process from L-tryptophan
GO:0034353	mRNA 5'-diphosphatase activity
GO:0034314	Arp2/3 complex-mediated actin nucleation
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation
GO:0034394	protein localization to cell surface
GO:0034389	lipid droplet organization
GO:0034388	Pwp2p-containing subcomplex of 90S preribosome
GO:0034356	obsolete NAD biosynthesis via nicotinamide riboside salvage pathway
GO:0034079	butanediol biosynthetic process
GO:0034063	stress granule assembly
GO:0034067	protein localization to Golgi apparatus
GO:0034066	Ric1-Rgp1 guanyl-nucleotide exchange factor complex
GO:0034058	endosomal vesicle fusion
GO:0034045	phagophore assembly site membrane
GO:0034044	exomer complex
GO:0034039	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity
GO:0034038	deoxyhypusine synthase activity
GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex
GO:0034620	cellular response to unfolded protein
GO:0034626	fatty acid elongation, polyunsaturated fatty acid
GO:0034625	fatty acid elongation, monounsaturated fatty acid
GO:0034618	arginine binding
GO:0034605	cellular response to heat
GO:0034663	endoplasmic reticulum chaperone complex
GO:0034657	GID complex
GO:0034737	ergosterol O-acyltransferase activity
GO:0034729	obsolete histone H3-K79 methylation
GO:0034728	nucleosome organization
GO:0034727	piecemeal microautophagy of the nucleus
GO:0034715	pICln-Sm protein complex
GO:0034719	SMN-Sm protein complex
GO:0034773	obsolete histone H4-K20 trimethylation
GO:0034755	iron ion transmembrane transport
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity
GO:0034424	Vps55/Vps68 complex
GO:0034427	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'
GO:0034402	obsolete recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
GO:0034475	U4 snRNA 3'-end processing
GO:0034473	U1 snRNA 3'-end processing
GO:0034462	small-subunit processome assembly
GO:0034457	Mpp10 complex
GO:0034456	UTP-C complex
GO:0034455	t-UTP complex
GO:0034450	ubiquitin-ubiquitin ligase activity
GO:0034440	lipid oxidation
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity
GO:0034499	late endosome to Golgi transport
GO:0034498	early endosome to Golgi transport
GO:0034497	protein localization to phagophore assembly site
GO:0034496	multivesicular body membrane disassembly
GO:0034488	basic amino acid transmembrane export from vacuole
GO:0034477	U6 snRNA 3'-end processing
GO:0034476	U5 snRNA 3'-end processing
GO:0034508	obsolete centromere complex assembly
GO:0034506	chromosome, centromeric core domain
GO:0034501	protein localization to kinetochore
GO:0034551	mitochondrial respiratory chain complex III assembly
GO:0034517	ribophagy
GO:0034511	U3 snoRNA binding
GO:0034515	proteasome storage granule
GO:0034514	mitochondrial unfolded protein response
GO:0034513	box H/ACA snoRNA binding
GO:0034553	mitochondrial respiratory chain complex II assembly
GO:0034599	cellular response to oxidative stress
GO:0034992	microtubule organizing center attachment site
GO:0034982	mitochondrial protein processing
GO:0034986	iron chaperone activity
GO:0034976	response to endoplasmic reticulum stress
GO:0034975	protein folding in endoplasmic reticulum
GO:0034969	obsolete histone arginine methylation
GO:0034968	obsolete histone lysine methylation
GO:0034967	Set3 complex
GO:0034965	intronic box C/D snoRNA processing
GO:0034993	meiotic nuclear membrane microtubule tethering complex
GO:0034998	obsolete oligosaccharyltransferase I complex
GO:0043626	PCNA complex
GO:0043625	delta DNA polymerase complex
GO:0043621	obsolete protein self-association
GO:0043614	multi-eIF complex
GO:0043619	obsolete regulation of transcription from RNA polymerase II promoter in response to oxidative stress
GO:0043618	obsolete regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043596	nuclear replication fork
GO:0043541	UDP-N-acetylglucosamine transferase complex
GO:0043545	molybdopterin cofactor metabolic process
GO:0043547	positive regulation of GTPase activity
GO:0043546	molybdopterin cofactor binding
GO:0043565	sequence-specific DNA binding
GO:0043564	Ku70:Ku80 complex
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity
GO:0043874	acireductone synthase activity
GO:0043829	tRNA-specific adenosine-37 deaminase activity
GO:0043332	mating projection tip
GO:0043386	mycotoxin biosynthetic process
GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity
GO:0043504	mitochondrial DNA repair
GO:0043527	tRNA methyltransferase complex
GO:0043529	GET complex
GO:0043539	protein serine/threonine kinase activator activity
GO:0043531	ADP binding
GO:0043488	regulation of mRNA stability
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO:0043490	malate-aspartate shuttle
GO:0043495	protein-membrane adaptor activity
GO:0043420	obsolete anthranilate metabolic process
GO:0043424	protein histidine kinase binding
GO:0043456	regulation of pentose-phosphate shunt
GO:0043916	DNA-7-methylguanine glycosylase activity
GO:0043666	obsolete regulation of phosphoprotein phosphatase activity
GO:0043682	P-type divalent copper transporter activity
GO:0043687	post-translational protein modification
GO:0043408	regulation of MAPK cascade
GO:0043409	negative regulation of MAPK cascade
GO:0043419	urea catabolic process
GO:0043418	L-homocysteine catabolic process
GO:0043410	positive regulation of MAPK cascade
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding
GO:0036002	pre-mRNA binding
GO:0036003	obsolete positive regulation of transcription from RNA polymerase II promoter in response to stress
GO:0036054	protein-malonyllysine demalonylase activity
GO:0036055	protein-succinyllysine desuccinylase activity
GO:0036042	long-chain fatty acyl-CoA binding
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process
GO:0036085	GDP-fucose import into Golgi lumen
GO:0036088	D-serine catabolic process
GO:0036071	obsolete N-glycan fucosylation
GO:0036066	protein O-linked glycosylation via fucose
GO:0038202	TORC1 signaling
GO:0038203	TORC2 signaling
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
GO:0042134	rRNA primary transcript binding
GO:0042138	meiotic DNA double-strand break formation
GO:0042144	vacuole fusion, non-autophagic
GO:0042147	retrograde transport, endosome to Golgi
GO:0042148	DNA strand invasion
GO:0042149	cellular response to glucose starvation
GO:0042162	telomeric repeat DNA binding
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
GO:0042124	1,3-beta-glucanosyltransferase activity
GO:0042128	nitrate assimilation
GO:0042176	regulation of protein catabolic process
GO:0042709	succinate-CoA ligase complex
GO:0042729	DASH complex
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex
GO:0042773	ATP synthesis coupled electron transport
GO:0042776	proton motive force-driven mitochondrial ATP synthesis
GO:0042780	tRNA 3'-end processing
GO:0042789	mRNA transcription by RNA polymerase II
GO:0042781	3'-tRNA processing endoribonuclease activity
GO:0042788	obsolete polysomal ribosome
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I
GO:0042797	tRNA transcription by RNA polymerase III
GO:0042799	histone H4K20 methyltransferase activity
GO:0038038	G protein-coupled receptor homodimeric complex
GO:0038023	signaling receptor activity
GO:0042554	superoxide anion generation
GO:0042555	MCM complex
GO:0042565	RNA nuclear export complex
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
GO:0042602	riboflavin reductase (NADPH) activity
GO:0042632	cholesterol homeostasis
GO:0042645	mitochondrial nucleoid
GO:0042594	response to starvation
GO:0042597	periplasmic space
GO:0042732	D-xylose metabolic process
GO:0042744	hydrogen peroxide catabolic process
GO:0042759	long-chain fatty acid biosynthetic process
GO:0042760	very long-chain fatty acid catabolic process
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0042765	GPI-anchor transamidase complex
GO:0042823	pyridoxal 5'-phosphate biosynthetic process
GO:0042826	histone deacetylase binding
GO:0042800	histone H3K4 methyltransferase activity
GO:0042802	identical protein binding
GO:0042803	protein homodimerization activity
GO:0042866	pyruvate biosynthetic process
GO:0042883	L-cysteine transport
GO:0042542	response to hydrogen peroxide
GO:0042545	cell wall modification
GO:0042546	cell wall biogenesis
GO:0042937	tripeptide transmembrane transporter activity
GO:0042938	dipeptide transport
GO:0042939	tripeptide transport
GO:0042906	xanthine transport
GO:0042907	xanthine transmembrane transporter activity
GO:0042910	xenobiotic transmembrane transporter activity
GO:0042973	glucan endo-1,3-beta-D-glucosidase activity
GO:0042989	obsolete sequestering of actin monomers
GO:0042995	cell projection
GO:0042026	protein refolding
GO:0042030	ATPase inhibitor activity
GO:0042038	peptidyl-histidine methylation, to form tele-methylhistidine
GO:0042054	histone methyltransferase activity
GO:0043248	proteasome assembly
GO:0043291	RAVE complex
GO:0043295	glutathione binding
GO:0043001	Golgi to plasma membrane protein transport
GO:0043007	maintenance of rDNA
GO:0043015	gamma-tubulin binding
GO:0043020	NADPH oxidase complex
GO:0043022	ribosome binding
GO:0043021	ribonucleoprotein complex binding
