# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-t" "exon" "-g" "gene_id" "-s" "2" "-a" "/mnt/d/BioInf/Task_2/Reference_genome/Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.62.gtf" "-o" "/mnt/d/BioInf/Task_2/Quantification_results/SRR10408675/counts.txt" "/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam
gene:FGSG_08906	2	205947	208489	-	2543	4305
gene:FGSG_13271	2	214683	215195	-	513	0
gene:FGSG_08905	2;2	218805;221346	221295;221821	-;-	2967	1605
gene:FGSG_08904	2;2;2	222914;223418;228537	223369;228476;229007	-;-;-	5986	4229
gene:FGSG_13272	2;2;2;2	229600;229662;229814;230059	229609;229749;229982;230145	+;+;+;+	354	15
gene:FGSG_08903	2;2	233899;234588	234533;234858	-;-	906	530
gene:FGSG_08902	2;2	235468;235632	235576;236467	+;+	945	380
gene:FGSG_08901	2	237135	238121	+	987	632
gene:FGSG_08900	2;2;2	238783;239354;239881	239303;239828;239934	+;+;+	1050	1848
gene:FGSG_08899	2	244192	245637	+	1446	1114
gene:FGSG_08898	2;2	246611;251519	251466;251753	-;-	5091	182
gene:FGSG_08897	2	252094	253476	+	1383	1141
gene:FGSG_08896	2;2;2	253575;254268;254445	254204;254366;254592	-;-;-	877	111261
gene:FGSG_08895	2;2;2	254816;254995;255229	254925;255110;255816	+;+;+	814	87038
gene:FGSG_13273	2;2;2;2;2;2	257328;257389;257615;258158;260070;260589	257339;257561;258102;259899;260360;260675	+;+;+;+;+;+	2793	3343
gene:FGSG_08894	2;2;2	265532;265882;266270	265826;266217;266364	+;+;+	726	22
gene:FGSG_08893	2;2;2	267112;267367;267678	267311;267629;267976	+;+;+	762	89
gene:FGSG_08892	2;2	268588;269477	269423;269678	-;-	1038	162
gene:FGSG_08891	2;2;2;2;2	270358;270645;270804;271022;271785	270597;270755;270979;271732;271938	-;-;-;-;-	1392	76
gene:FGSG_08890	2;2;2;2	272395;272613;272788;272992	272567;272737;272943;273134	+;+;+;+	597	41
gene:FGSG_08889	2;2;2	273838;274073;275688	273950;275641;275817	-;-;-	1812	159
gene:FGSG_08888	2;2;2;2;2	276546;276796;276943;277157;277307	276724;276820;277102;277164;277769	+;+;+;+;+	835	37829
gene:FGSG_08887	2;2;2	278355;279166;279310	279117;279259;280813	+;+;+	2361	287
gene:FGSG_08886	2;2	280942;281003	280947;281710	-;-	714	1571
gene:FGSG_08885	2;2	282210;282674	282561;283559	+;+	1238	4155
gene:FGSG_08884	2;2;2;2;2	283677;284959;285895;286066;286209	284875;285303;285927;286145;286270	-;-;-;-;-	1719	13302
gene:FGSG_13274	2	287215	288570	-	1356	65
gene:FGSG_13275	2;2;2;2;2;2;2;2;2	288915;289089;289201;289495;289732;289884;290068;290308;290496	289026;289152;289441;289682;289822;290013;290253;290388;290542	-;-;-;-;-;-;-;-;-	1140	0
gene:FGSG_08882	2;2	297635;297883	297708;299344	+;+	1536	164
gene:FGSG_08881	2;2;2	300144;300745;300977	300514;300892;302081	+;+;+	1624	795
gene:FGSG_08880	2;2;2;2	301565;302173;302421;302724	302123;302265;302495;302965	-;-;-;-	969	33718
gene:FGSG_08879	2	304900	306438	+	1539	424
gene:FGSG_08878	2;2	307688;308025	307971;308879	+;+	1139	680
gene:FGSG_08877	2	311650	312434	-	785	6
gene:FGSG_08876	2;2	313536;316088	316039;316091	-;-	2508	731
gene:FGSG_08875	2;2;2;2;2	320305;320715;320799;321044;321243	320533;320742;320981;321192;322719	+;+;+;+;+	2066	3807
gene:FGSG_08874	2;2;2	324149;325030;325187	324931;325080;326869	+;+;+	2517	1657
gene:FGSG_08873	2;2;2	327807;328089;329027	328031;328974;330136	-;-;-	2221	1959
gene:FGSG_08872	2;2;2;2	331980;332303;332693;333849	332256;332643;333815;334027	+;+;+;+	1920	878
gene:FGSG_08871	2;2;2	334014;334432;334576	334381;334518;334781	-;-;-	661	19811
gene:FGSG_13276	2;2;2	335825;336285;336899	336231;336850;337011	+;+;+	1086	1538
gene:FGSG_13277	2;2	338259;338601	338546;338687	+;+	375	3
gene:FGSG_13278	2	339243	339677	+	435	12
gene:FGSG_08869	2;2;2;2	340177;341042;341396;341736	340811;341279;341595;341766	-;-;-;-	1104	0
gene:FGSG_13279	2	342284	343216	+	933	5
gene:FGSG_13280	2;2	343889;343966	343916;344612	+;+	675	1336
gene:FGSG_13281	2;2;2	344881;345210;345351	345160;345298;345374	-;-;-	393	3374
gene:FGSG_13282	2	345647	347280	-	1634	1167
gene:FGSG_08866	2;2;2	347789;348028;348258	347969;348209;348455	+;+;+	561	803
gene:FGSG_08865	2;2;2;2	348990;350103;350414;350766	350054;350368;350722;350973	+;+;+;+	1848	12105
gene:FGSG_08864	2;2	351280;351618	351512;352039	+;+	655	9393
gene:FGSG_08863	2;2;2;2	351728;352129;353323;353423	352077;353271;353375;353733	-;-;-;-	1857	1150
gene:FGSG_08862	2;2;2;2	354110;354322;355848;356010	354229;355185;355940;356345	+;+;+;+	1413	250
gene:FGSG_08861	2;2;2	356648;356779;356971	356724;356847;358525	-;-;-	1701	39
gene:FGSG_08860	2;2;2;2	359267;359532;360095;360250	359459;360041;360200;360349	+;+;+;+	909	1644
gene:FGSG_08859	2;2;2	360500;360597;361276	360530;361235;362021	-;-;-	1416	425
gene:FGSG_08858	2;2	362443;362902	362789;362911	-;-	357	406
gene:FGSG_20693	2	363087	363159	-	73	0
gene:FGSG_08857	2;2;2;2;2	364242;364329;364420;364706;364989	364271;364361;364659;364938;365052	+;+;+;+;+	600	3771
gene:FGSG_08856	2;2	365738;366039	365939;366784	-;-	948	1602
gene:FGSG_08855	2;2	367260;367854	367694;367952	-;-	534	22
gene:FGSG_08854	2;2;2;2;2;2;2;2	370183;370283;370342;370546;370978;371151;371252;371496	370218;370309;370403;370605;371070;371201;371347;371601	+;+;+;+;+;+;+;+	531	0
gene:FGSG_08853	2;2	377525;377657	377612;378003	+;+	435	0
gene:FGSG_08852	2;2	381807;383447	383340;383949	-;-	2037	2323
gene:FGSG_08851	2;2;2	388399;388862;389685	388751;389639;390437	+;+;+	1884	21667
gene:FGSG_08850	2;2	390652;390886	390827;391823	+;+	1114	4629
gene:FGSG_08849	2;2;2;2;2	392025;392311;392537;392633;392787	392259;392488;392582;392738;392968	+;+;+;+;+	747	1424
gene:FGSG_08848	2;2	395137;395284	395156;395824	-;-	561	21
gene:FGSG_08847	2;2;2	397228;397431;397522	397379;397475;397636	-;-;-	312	106
gene:FGSG_08846	2	398354	399820	-	1467	1449
gene:FGSG_08845	2;2	400307;400423	400349;402278	+;+	1899	1249
gene:FGSG_08844	2	408622	411553	+	2932	17907
gene:FGSG_08843	2;2;2;2;2;2;2;2	411828;412328;412710;413020;413229;413645;413929;414570	412273;412662;412985;413179;413594;413880;414047;414580	-;-;-;-;-;-;-;-	1949	313
gene:FGSG_08842	2;2	415454;415882	415829;417330	-;-	1825	1008
gene:FGSG_08841	2;2	418929;419855	419799;420155	-;-	1172	2846
gene:FGSG_08840	2;2;2;2;2	421031;421159;421525;422894;423757	421106;421469;422842;423706;424259	+;+;+;+;+	3021	12891
gene:FGSG_13283	2;2	429518;429744	429675;430245	+;+	660	0
gene:FGSG_13284	2;2;2;2;2	430945;431127;431258;431416;431560	430981;431151;431359;431502;431653	+;+;+;+;+	345	0
gene:FGSG_08838	2;2	433264;433377	433325;433992	+;+	678	2
gene:FGSG_08837	2;2	435639;435857	435700;436304	+;+	510	0
gene:FGSG_08836	2	438395	438919	-	525	0
gene:FGSG_20694	2	441792	441873	+	82	0
gene:FGSG_13285	2	442323	442700	-	378	0
gene:FGSG_08835	2;2	443847;443946	443881;444582	+;+	672	2
gene:FGSG_08834	2;2;2	444867;444994;445168	444932;445104;445323	+;+;+	333	725
gene:FGSG_08833	2;2;2;2	448260;448374;448569;449292	448309;448517;449240;449688	+;+;+;+	1263	156
gene:FGSG_08832	2;2	450902;451122	451063;451802	-;-	843	2
gene:FGSG_08831	2;2;2;2;2	454370;454706;455561;456440;456805	454649;455511;456386;456504;456846	-;-;-;-;-	2019	221
gene:FGSG_08830	2;2;2	458531;459361;460310	459312;460258;462847	+;+;+	4218	16
gene:FGSG_08829	2;2	463825;464054	464004;465334	+;+	1461	78
gene:FGSG_08828	2;2;2;2;2;2	466026;466877;466948;467199;467878;468011	466792;466897;467150;467742;467929;468122	-;-;-;-;-;-	1699	69
gene:FGSG_08827	2;2;2	468509;469429;469696	469313;469645;470731	+;+;+	2058	438
gene:FGSG_08826	2;2;2;2;2;2;2;2;2;2	471997;472377;472517;472694;473253;474137;474352;474590;474705;475090	472293;472426;472628;473176;473561;474226;474537;474655;475040;475212	+;+;+;+;+;+;+;+;+;+	2052	849
gene:FGSG_08825	2;2;2;2	476521;476871;477270;477452	476813;477217;477384;477572	-;-;-;-	876	10
gene:FGSG_08824	2	478101	479600	-	1500	6
gene:FGSG_08823	2;2;2;2	480779;483252;483732;484624	483199;483678;484576;484722	-;-;-;-	3792	0
gene:FGSG_13286	2	487297	487686	+	390	37
gene:FGSG_13287	2;2;2;2	489372;489462;489551;489723	489413;489494;489666;491322	+;+;+;+	1791	48
gene:FGSG_13288	2;2	491827;492549	492120;492980	+;+	726	1
gene:FGSG_08821	2	493272	494972	-	1701	724
gene:FGSG_13289	2	498335	499036	+	702	0
gene:FGSG_08819	2;2	502199;502532	502413;505670	+;+	3354	2621
gene:FGSG_08818	2	506934	507515	+	582	245
gene:FGSG_08817	2;2;2;2;2;2;2;2	513227;513311;513434;513595;513736;513832;513924;514250	513255;513342;513460;513674;513758;513860;514181;514422	+;+;+;+;+;+;+;+	651	624
gene:FGSG_08816	2	515371	516703	-	1333	508
gene:FGSG_13290	2;2;2;2;2;2;2	520869;521263;521328;521477;521561;521584;521865	521172;521292;521417;521536;521579;521600;521896	-;-;-;-;-;-;-	552	7
gene:FGSG_13291	2;2	524505;525213	525156;525262	+;+	702	37
gene:FGSG_13292	2	525989	526427	+	439	38
gene:FGSG_13293	2;2;2;2	529417;530125;530687;531420	530075;530636;531229;531544	-;-;-;-	1839	118
gene:FGSG_13294	2;2	532028;532426	532378;533418	-;-	1344	488
gene:FGSG_08814	2;2;2	534266;534320;534581	534268;534526;534625	+;+;+	255	737
gene:FGSG_08813	2;2;2;2	534856;535446;535627;535907	535397;535577;535849;535933	-;-;-;-	924	419
gene:FGSG_08812	2;2;2	536986;537573;537922	537520;537871;540081	+;+;+	2994	949
gene:FGSG_08811	2;2;2;2	540574;541961;542350;542493	541908;542099;542412;542792	-;-;-;-	1837	549920
gene:FGSG_20695	2	545986	546073	+	88	38
gene:FGSG_08810	2;2;2	546338;547560;547827	547495;547771;548059	-;-;-	1603	1825
gene:FGSG_08809	2;2;2	549059;550149;550565	550098;550419;550846	-;-;-	1593	5071
gene:FGSG_08808	2	559647	561230	+	1584	823
gene:FGSG_08807	2	561601	562299	+	699	553
gene:FGSG_08806	2;2	563546;564394	564339;564466	-;-	867	97
gene:FGSG_08805	2;2	565115;567209	567130;567515	+;+	2323	1231
gene:FGSG_08804	2;2;2	567950;568389;568695	568249;568646;569048	+;+;+	912	35
gene:FGSG_08803	2	569758	570855	+	1098	2489
gene:FGSG_08802	2;2	570952;572115	572059;572657	-;-	1651	777
gene:FGSG_08801	2;2	573353;574136	574086;574208	-;-	807	536
gene:FGSG_08800	2;2;2	574609;575345;576411	575290;576360;577064	-;-;-	2352	2663
gene:FGSG_08799	2	578833	580458	-	1626	2
gene:FGSG_08798	2;2;2;2;2	581641;582029;583410;583620;584256	581827;583362;583551;584218;584462	+;+;+;+;+	2469	18
gene:FGSG_08797	2;2	584749;585908	585860;586787	-;-	1992	16
gene:FGSG_08796	2;2;2;2	588978;589112;589342;589931	589052;589234;589797;589936	+;+;+;+	660	0
gene:FGSG_20696	2	590476	590557	+	82	0
gene:FGSG_20697	2	590599	590680	+	82	0
gene:FGSG_08795	2;2;2;2;2;2;2;2	591188;592734;597506;597797;598047;598163;598320;598440	592683;597461;597746;597999;598112;598250;598376;598613	-;-;-;-;-;-;-;-	7053	64
gene:FGSG_08794	2;2;2;2;2;2	602298;602538;602699;602883;603142;603533	602461;602644;602822;603089;603483;604411	+;+;+;+;+;+	1823	47
gene:FGSG_08793	2;2	605918;606867	606824;606916	+;+	957	0
gene:FGSG_08792	2;2	606976;607279	607221;607383	-;-	351	1314
gene:FGSG_08791	2;2;2;2	608536;609631;609809;610022	609577;609758;609943;611428	-;-;-;-	2712	434
gene:FGSG_13295	2	612661	613635	-	975	46
gene:FGSG_08790	2;2;2;2	620518;621184;622730;623362	620692;622664;623305;623382	-;-;-;-	2253	861
gene:FGSG_13296	2;2	624187;624585	624465;624835	+;+	530	811
gene:FGSG_20698	2	625101	625200	-	100	12
gene:FGSG_13297	2;2;2	628709;629470;630929	629413;630848;630975	+;+;+	2131	114
gene:FGSG_13298	2	631925	632464	+	540	271
gene:FGSG_08788	2	635309	637335	+	2027	2407
gene:FGSG_08787	2;2;2;2	637955;638246;638402;638643	638126;638351;638535;638701	+;+;+;+	471	2
gene:FGSG_08786	2	640936	647181	+	6246	2089
gene:FGSG_08785	2;2;2;2	647871;648170;648752;649806	648116;648696;649664;650039	-;-;-;-	1920	1564
gene:FGSG_08784	2;2;2;2	650746;651084;651343;651719	651030;651285;651668;651883	+;+;+;+	978	2224
gene:FGSG_08783	2;2;2	652530;652708;652840	652634;652787;653308	+;+;+	654	550
gene:FGSG_08782	2	653992	654342	-	351	4
gene:FGSG_08781	2	657352	661479	+	4128	365
gene:FGSG_08780	2;2;2;2;2	662178;662397;662534;662819;663020	662213;662458;662764;662966;663349	+;+;+;+;+	807	8105
gene:FGSG_08779	2	663448	664377	-	930	415
gene:FGSG_08778	2;2	665647;666480	666427;667399	-;-	1701	703
gene:FGSG_08777	2;2	667840;667952	667899;668552	+;+	661	870
gene:FGSG_08776	2;2	668877;670140	669923;670208	-;-	1116	725
gene:FGSG_08775	2	672212	673264	+	1053	691
gene:FGSG_08774	2;2;2;2	673680;673847;675283;675492	673774;675224;675362;675588	-;-;-;-	1650	16142
gene:FGSG_08773	2;2;2;2	678588;679994;680236;680337	679938;680140;680279;680599	-;-;-;-	1805	15870
gene:FGSG_08772	2;2	684033;684776	684379;684806	-;-	378	222
gene:FGSG_08771	2;2;2;2;2	690752;691177;691578;691757;692052	691108;691488;691695;691884;692635	-;-;-;-;-	1499	2355
gene:FGSG_08770	2;2	695923;697317	696995;697347	+;+	1104	545
gene:FGSG_08769	2;2	703540;705964	705910;706064	+;+	2472	7839
gene:FGSG_08768	2;2	708832;709456	709401;709869	+;+	984	19668
gene:FGSG_08767	2;2	710642;711604	711553;712803	+;+	2112	839
gene:FGSG_13299	2;2	714597;714925	714821;717009	+;+	2310	7127
gene:FGSG_13300	2;2	717563;718388	718265;719379	+;+	1695	2432
gene:FGSG_08765	2;2;2	720717;720844;721102	720789;721044;721271	+;+;+	444	37
gene:FGSG_08764	2	721556	722206	-	651	16
gene:FGSG_13301	2	722581	723487	-	907	1504
gene:FGSG_08763	2;2;2;2;2;2	724172;724313;724733;724862;724953;725286	724249;724673;724812;724904;725130;725295	-;-;-;-;-;-	750	1570
gene:FGSG_13302	2;2;2	725969;726095;726245	726060;726144;726426	+;+;+	324	22
gene:FGSG_08762	2;2	728143;729028	728971;730480	+;+	2282	4531
gene:FGSG_08761	2;2;2	730832;731456;732758	731403;732705;732904	+;+;+	1969	16247
gene:FGSG_08760	2;2	733212;734349	734292;734707	-;-	1440	6110
gene:FGSG_08759	2;2	735153;736632	736521;738001	+;+	2739	1357
gene:FGSG_08758	2;2;2;2	738381;739067;739628;740125	739013;739580;740070;740377	-;-;-;-	1843	563
gene:FGSG_08757	2;2;2;2;2	743298;743371;743849;744291;744485	743314;743795;744236;744435;746062	-;-;-;-;-	2553	242
gene:FGSG_08756	2;2	747878;748587	748533;748713	-;-	783	257
gene:FGSG_08755	2;2	749238;750049	749995;750184	-;-	894	693
gene:FGSG_08754	2	750415	750918	+	504	1316
gene:FGSG_13303	2	751711	752064	-	354	0
gene:FGSG_08753	2;2;2	753056;753460;754539	753075;754148;754699	+;+;+	870	7
gene:FGSG_08752	2;2;2;2	755570;756446;757782;758213	756388;757731;758017;759778	+;+;+;+	3907	523
gene:FGSG_08751	2;2;2	759856;761038;761647	760884;761264;761674	-;-;-	1284	619
gene:FGSG_08750	2	761731	762762	+	1032	233
gene:FGSG_08749	2;2;2;2	762917;763645;764208;764318	763593;764157;764259;764830	-;-;-;-	1755	843
gene:FGSG_08748	2;2;2	766386;768301;769916	768250;769855;770179	-;-;-	3684	1727
gene:FGSG_08747	2;2	770678;770920	770866;771042	+;+	312	2496
gene:FGSG_08746	2;2;2	771399;773122;774284	773075;774147;774355	-;-;-	2775	580
gene:FGSG_08745	2;2;2;2	774459;774889;774987;775131	774645;774914;775077;776588	+;+;+;+	1762	3321
gene:FGSG_08744	2;2;2	775439;776382;777136	776333;777090;777324	-;-;-	1793	1835
gene:FGSG_08743	2;2	778797;779390	779339;779629	+;+	783	3022
gene:FGSG_13304	2;2;2	780321;780545;780766	780370;780643;780970	+;+;+	354	0
gene:FGSG_20699	2	781481	781562	-	82	0
gene:FGSG_08742	2;2;2;2;2	781809;781926;782246;782965;783059	781870;782191;782917;783010;783486	-;-;-;-;-	1474	1337
gene:FGSG_08741	2;2;2	784442;784962;785196	784907;785166;785919	-;-;-	1395	95
gene:FGSG_08740	2;2	787409;787744	787681;788598	+;+	1128	1105
gene:FGSG_08739	2;2	789357;791722	791660;793506	+;+	4089	9008
gene:FGSG_08738	2;2;2	792241;795183;795548	795126;795497;795580	-;-;-	3234	2469
gene:FGSG_08737	2;2;2;2	798235;798763;799607;800326	798360;799007;800244;801175	+;+;+;+	1859	140104
gene:FGSG_08736	2;2	801698;802026	801977;803636	+;+	1891	695
gene:FGSG_08735	2;2	808589;810676	810617;811097	+;+	2451	2295
gene:FGSG_13305	2	811674	812063	+	390	12
gene:FGSG_08734	2;2;2;2;2;2;2	819108;819585;819707;820113;820506;820840;821101	819137;819597;819822;820159;820578;820935;821751	+;+;+;+;+;+;+	1026	200
gene:FGSG_13306	2;2	823872;824260	824160;825914	+;+	1944	10263
gene:FGSG_13307	2;2	826204;826798	826747;827533	+;+	1280	3685
gene:FGSG_08732	2	828217	830406	+	2190	441
gene:FGSG_13308	2;2;2	832191;832519;832695	832429;832616;832771	-;-;-	414	4
gene:FGSG_08731	2;2;2	834817;835006;836231	834900;836105;836240	+;+;+	1194	5260
gene:FGSG_08730	2;2	838611;838915	838756;840220	+;+	1452	1010
gene:FGSG_08729	2;2;2	840925;841309;842014	841252;841960;842212	-;-;-	1179	1039
gene:FGSG_08728	2;2	845603;846109	846044;849400	+;+	3734	1896
gene:FGSG_08727	2;2;2;2	850106;850402;850857;851013	850333;850786;850952;851080	+;+;+;+	777	1033
gene:FGSG_08726	2;2;2;2	854644;855201;855576;856123	854851;855457;856071;857567	+;+;+;+	2406	2346
gene:FGSG_13309	2;2;2	857848;858146;859513	858075;859049;859562	+;+;+	1182	243
gene:FGSG_13310	2;2	859699;859837	859759;860585	+;+	810	3243
gene:FGSG_08724	2;2	860930;861316	860973;862639	+;+	1368	741
gene:FGSG_08723	2;2;2;2;2;2	862852;863433;863872;864316;864383;864625	863382;863816;864155;864327;864401;864779	-;-;-;-;-;-	1385	48710
gene:FGSG_08722	2	866324	868981	-	2658	10346
gene:FGSG_08721	2;2;2;2;2	869730;870060;870211;870490;871015	870009;870156;870362;870669;871092	-;-;-;-;-	787	40725
gene:FGSG_08720	2;2;2;2;2;2	872201;872508;872817;873456;873822;875139	872412;872766;873388;873782;875087;875775	-;-;-;-;-;-	3273	922
gene:FGSG_08719	2;2;2;2;2	876523;877029;878043;883380;883487	876978;877982;883307;883397;883822	+;+;+;+;+	7029	1174
gene:FGSG_08718	2	884229	884567	-	339	367
gene:FGSG_08717	2;2;2	885176;885672;885847	885543;885748;886214	+;+;+	813	603
gene:FGSG_08716	2;2	886322;887249	887196;890261	-;-	3888	8
gene:FGSG_08715	2;2;2;2;2	891051;891567;892025;892301;892753	891493;891965;892243;892700;893034	-;-;-;-;-	1743	1247
gene:FGSG_08714	2;2;2	894577;895224;895763	895091;895646;895863	-;-;-	1039	121653
gene:FGSG_08713	2	896428	898098	-	1671	548
gene:FGSG_08712	2;2;2	898684;898987;900193	898935;900010;900568	-;-;-	1652	14121
gene:FGSG_13311	2;2	901502;901581	901507;901670	+;+	96	13
gene:FGSG_13312	2	902153	903424	+	1272	114
gene:FGSG_08710	2;2	904481;906485	906428;906951	-;-	2415	681
gene:FGSG_08709	2;2	910147;911413	911359;912167	-;-	1968	962
gene:FGSG_08708	2;2;2	915417;915670;917075	915606;917017;917591	+;+;+	2055	644
gene:FGSG_08707	2	920399	921571	+	1173	2
gene:FGSG_08706	2;2;2	922509;923158;923351	923092;923300;924559	+;+;+	1936	2734
gene:FGSG_13313	2;2;2	924952;925591;926083	925456;925879;926212	-;-;-	924	1085
gene:FGSG_08705	2;2;2;2;2;2;2;2;2	928216;928283;928518;928561;928714;928789;929165;929348;929460	928218;928429;928524;928603;928743;928820;929220;929409;929574	+;+;+;+;+;+;+;+;+	495	182
gene:FGSG_08704	2;2;2;2	930153;930430;932243;934375	930369;932044;934028;934749	-;-;-;-	3993	1226
gene:FGSG_08703	2;2;2;2	938288;938644;939065;939382	938569;939019;939332;942862	+;+;+;+	4407	1627
gene:FGSG_08702	2;2;2;2;2	943702;944136;944918;945059;945999	944074;944871;944996;945949;947270	-;-;-;-;-	3351	604
gene:FGSG_08701	2;2;2;2;2	949184;950132;950643;952467;952839	949818;950590;952414;952787;953059	+;+;+;+;+	3408	274
gene:FGSG_08700	2;2;2	955618;956361;957631	956257;957570;957855	+;+;+	2075	613
gene:FGSG_08699	2;2;2;2;2	961067;961441;961775;962126;962565	961165;961629;961945;962433;962568	+;+;+;+;+	771	6
gene:FGSG_08698	2;2;2;2;2;2;2	968966;969544;969763;969907;970220;970258;970544	969203;969681;969822;970012;970223;970377;970618	-;-;-;-;-;-;-	741	38
gene:FGSG_13314	2;2	972041;973242	973165;973788	+;+	1672	864
gene:FGSG_13315	2	977093	977410	+	318	0
gene:FGSG_08697	2;2	979363;979895	979829;980003	+;+	576	771
gene:FGSG_08696	2;2;2	983006;984024;984433	983935;984158;984922	-;-;-	1555	7132
gene:FGSG_13316	2;2;2	986389;986940;987131	986850;987094;987209	-;-;-	696	85
gene:FGSG_13317	2;2;2	987794;988036;988276	987955;988123;988457	+;+;+	432	6
gene:FGSG_08695	2;2;2	990894;991352;991572	991295;991517;991678	+;+;+	675	2676
gene:FGSG_08694	2	991972	993516	-	1545	4125
gene:FGSG_08693	2	994693	995679	-	987	1013
gene:FGSG_08692	2;2;2	997514;997978;998521	997862;998461;999158	+;+;+	1471	5596
gene:FGSG_08691	2;2	999896;1000339	1000282;1002852	-;-	2901	1753
gene:FGSG_08690	2;2;2	1006354;1006677;1008096	1006621;1008036;1008159	+;+;+	1692	1714
gene:FGSG_08689	2;2;2	1008492;1009055;1009309	1008995;1009229;1009454	-;-;-	825	3357
gene:FGSG_08688	2;2;2	1010057;1012165;1012294	1012113;1012243;1012437	+;+;+	2280	3971
gene:FGSG_08687	2;2;2	1012412;1012895;1013532	1012843;1013460;1013882	-;-;-	1349	3222
gene:FGSG_08686	2;2	1014821;1015475	1015366;1015936	+;+	1008	2055
gene:FGSG_08685	2;2	1016764;1016849	1016783;1017317	-;-	489	379
gene:FGSG_08684	2;2;2;2;2;2;2;2	1018317;1018446;1018653;1018966;1019298;1019790;1019899;1020286	1018394;1018597;1018914;1019247;1019740;1019850;1020208;1020419	+;+;+;+;+;+;+;+	1722	4084
gene:FGSG_13318	2;2;2;2;2;2;2;2;2;2	1020701;1021361;1022054;1022384;1023713;1024003;1025292;1025816;1026350;1028569	1021310;1022001;1022337;1023659;1023952;1025244;1025766;1026296;1028560;1028623	+;+;+;+;+;+;+;+;+;+	7515	449
gene:FGSG_13319	2;2;2;2;2;2;2	1028756;1029120;1029336;1029537;1029687;1029812;1029940	1028826;1029235;1029471;1029638;1029762;1029892;1030515	+;+;+;+;+;+;+	1158	1596
gene:FGSG_08682	2;2	1031304;1031561	1031502;1031832	+;+	471	1935
gene:FGSG_20700	2	1032259	1032349	+	91	0
gene:FGSG_08681	2;2	1032835;1033295	1033242;1033579	-;-	693	10
gene:FGSG_08680	2;2;2;2	1033930;1034203;1035038;1035386	1034099;1034985;1035317;1035703	-;-;-;-	1551	1905
gene:FGSG_08679	2;2;2	1036718;1037499;1038000	1037454;1037937;1038203	-;-;-	1380	24
gene:FGSG_08678	2;2;2	1040589;1041187;1041367	1041132;1041319;1041406	-;-;-	717	3850
gene:FGSG_08677	2;2;2	1042803;1043146;1043401	1043095;1043348;1044232	+;+;+	1328	16532
gene:FGSG_08676	2;2;2	1043636;1044387;1044699	1044283;1044530;1044825	-;-;-	919	88371
gene:FGSG_13320	2	1045670	1046461	+	792	303
gene:FGSG_08675	2;2;2;2	1046434;1047072;1047313;1047382	1046998;1047244;1047343;1047433	-;-;-;-	821	45788
gene:FGSG_08674	2;2;2	1048072;1048424;1048667	1048376;1048608;1048808	-;-;-	632	1753
gene:FGSG_08673	2;2;2	1051187;1051664;1053970	1051610;1053916;1054106	+;+;+	2814	544
gene:FGSG_08672	2;2	1055266;1057405	1057349;1057552	-;-	2232	175
gene:FGSG_13321	2;2;2	1058476;1058798;1059095	1058609;1058967;1059531	+;+;+	741	950
gene:FGSG_13322	2;2;2;2	1060303;1060611;1060952;1061100	1060542;1060895;1061084;1061230	+;+;+;+	789	783
